word,meaning,aliases,level,pos
concentration,집중,,B2,noun
concept,개념,,B2,noun
concern,우려,관련되다,B2,noun
concerned,걱정하는,관련된,B2,adjective
conclude,결론내리다,끝내다,B2,verb
conclusion,결론,,B2,noun
conduct,수행하다,행동,B2,verb
confidence,자신감,신뢰,B2,noun
confident,자신 있는,,B2,adjective
confine,제한하다,가두다,B2,verb
confirm,확인하다,확정하다,B2,verb
conflict,갈등,충돌,B2,noun
confuse,혼란스럽게 하다,헷갈리게 하다,B2,verb
consequence,결과,영향,B2,noun
conservative,보수적인,,B2,adjective
consideration,고려,배려,B2,noun
consist,이루어져 있다,구성되다,B2,verb
constant,지속적인,끊임없는,B2,adjective
constantly,끊임없이,계속,B2,adverb
construct,건설하다,구성하다,B2,verb
construction,건설,구조,B2,noun
consult,상담하다,참고하다,B2,verb
consume,소비하다,먹다,B2,verb
consumer,소비자,,B2,noun
contact,연락,접촉하다,B2,noun
contemporary,현대의,동시대의,B2,adjective
contest,대회,경쟁,B2,noun
context,맥락,상황,B2,noun
contract,계약,수축하다,B2,noun
contribute,기여하다,,B2,verb
contribution,기여,공헌,B2,noun
convert,전환하다,개조하다,B2,verb
conviction,확신,유죄 판결,B2,noun
cooperate,협력하다,,B2,verb
core,핵심,중심부,B2,noun
corporate,기업의,법인의,B2,adjective
council,의회,위원회,B2,noun
counter,대응하다,계산대,B2,verb
crash,충돌,추락하다,B2,noun
creation,창조,창작물,B2,noun
credit,신용,학점,B2,noun
criterion,기준,,B2,noun
criticism,비판,,B2,noun
criticize,비판하다,,B2,verb
crucial,중대한,결정적인,B2,adjective
cure,치료하다,치료법,B2,verb
curved,구부러진,곡선의,B2,adjective
deadline,마감일,,B2,noun
debate,토론,논쟁하다,B2,noun
debt,빚,부채,B2,noun
decline,감소하다,거절하다,B2,verb
decorate,장식하다,,B2,verb
decrease,감소하다,줄이다,B2,verb
deeply,깊이,매우,B2,adverb
defeat,패배,패배시키다,B2,noun
defend,방어하다,옹호하다,B2,verb
defense,방어,수비,B2,noun
delay,지연,미루다,B2,noun
delight,기쁨,즐겁게 하다,B2,noun
delighted,기쁜,매우 즐거운,B2,adjective
demonstrate,보여주다,입증하다,B2,verb
deny,부인하다,거부하다,B2,verb
depression,우울,불황,B2,noun
derive,얻다,유래하다,B2,verb
desert,사막,버리다,B2,noun
deserve,받을 만하다,자격이 있다,B2,verb
desire,욕구,원하다,B2,noun
despite,~에도 불구하고,,B2,preposition
destination,목적지,,B2,noun
determine,결정하다,알아내다,B2,verb
devote,바치다,헌신하다,B2,verb
diagram,도표,그림,B2,noun
differ,다르다,,B2,verb
digital,디지털의,,B2,adjective
dimension,차원,규모,B2,noun
disappoint,실망시키다,,B2,verb
disappointed,실망한,,B2,adjective
discipline,규율,훈련,B2,noun
discount,할인,할인하다,B2,noun
disorder,무질서,장애,B2,noun
display,전시,보여주다,B2,noun
dispose,처리하다,배치하다,B2,verb
dispute,분쟁,논쟁하다,B2,noun
distinct,뚜렷이 다른,별개의,B2,adjective
distinguish,구별하다,,B2,verb
distribution,분배,배포,B2,noun
district,지구,지역,B2,noun
diverse,다양한,,B2,adjective
domestic,국내의,가정의,B2,adjective
dominate,지배하다,우세하다,B2,verb
dramatic,극적인,인상적인,B2,adjective
economy,경제,,B2,noun
efficient,효율적인,,B2,adjective
elderly,노인의,연세 많은,B2,adjective
elect,선출하다,,B2,verb
emerge,나타나다,드러나다,B2,verb
emphasis,강조,,B2,noun
emphasize,강조하다,,B2,verb
enable,가능하게 하다,허용하다,B2,verb
encounter,마주치다,맞닥뜨리다,B2,verb
engage,관여시키다,참여하다,B2,verb
enhance,향상시키다,강화하다,B2,verb
ensure,보장하다,확실히 하다,B2,verb
entertain,즐겁게 하다,접대하다,B2,verb
entertainment,오락,즐길거리,B2,noun
enthusiasm,열정,,B2,noun
enthusiastic,열정적인,,B2,adjective
entire,전체의,,B2,adjective
entitle,자격을 주다,제목을 붙이다,B2,verb
entry,입장,항목,B2,noun
episode,한 회,사건,B2,noun
equal,동등한,같은,B2,adjective
equally,동등하게,마찬가지로,B2,adverb
establish,설립하다,확립하다,B2,verb
estate,부동산,재산,B2,noun
estimate,추정하다,추산,B2,verb
ethical,윤리적인,,B2,adjective
evident,분명한,명백한,B2,adjective
evolution,진화,발전,B2,noun
examine,검사하다,살펴보다,B2,verb
exception,예외,,B2,noun
exclude,제외하다,배제하다,B2,verb
exhibit,전시하다,보여주다,B2,verb
existence,존재,,B2,noun
expand,확장하다,늘리다,B2,verb
expectation,기대,,B2,noun
expense,비용,지출,B2,noun
expertise,전문 지식,전문성,B2,noun
expose,노출시키다,드러내다,B2,verb
extend,연장하다,확장하다,B2,verb
extent,정도,범위,B2,noun
external,외부의,,B2,adjective
extraordinary,비범한,놀라운,B2,adjective
facility,시설,능숙함,B2,noun
failure,실패,,B2,noun
faith,신뢰,믿음,B2,noun
fancy,화려한,원하다,B2,adjective
farther,더 멀리,,B2,adverb
fascinating,매혹적인,아주 흥미로운,B2,adjective
fashionable,유행하는,,B2,adjective
favor,호의,찬성하다,B2,noun
favourable,호의적인,유리한,B2,adjective
fee,요금,수수료,B2,noun
finance,재정,금융,B2,noun
finding,발견,조사 결과,B2,noun
firm,회사,단단한,B2,noun
flexible,유연한,,B2,adjective
focus,집중,집중하다,B2,noun
folding,접이식의,,B2,adjective
following,다음의,이후의,B2,adjective
forbid,금지하다,,B2,verb
force,힘,강요하다,B2,noun
forecast,예측,예보하다,B2,noun
former,이전의,,B2,adjective
foster,촉진하다,기르다,B2,verb
foundation,기초,재단,B2,noun
framework,틀,구조,B2,noun
freedom,자유,,B2,noun
frequently,자주,,B2,adverb
fund,기금,자금을 대다,B2,noun
fundamental,근본적인,기초의,B2,adjective
furthermore,게다가,,B2,adverb
gain,얻다,증가,B2,verb
gender,성별,,B2,noun
gene,유전자,,B2,noun
global,세계적인,,B2,adjective
goods,상품,물품,B2,noun
grade,등급,학년,B2,noun
grant,부여하다,보조금,B2,verb
guarantee,보장하다,보증,B2,verb
handle,처리하다,다루다,B2,verb
harm,해,해치다,B2,noun
harmful,해로운,,B2,adjective
hearing,청문회,청력,B2,noun
heaven,천국,하늘,B2,noun
heel,발뒤꿈치,굽,B2,noun
hesitate,망설이다,,B2,verb
highlight,강조하다,하이라이트,B2,verb
highway,고속도로,,B2,noun
hire,고용하다,빌리다,B2,verb
hold,개최하다,붙잡다,B2,verb
housing,주택,주거,B2,noun
household,가정의,가구,B2,noun
hypothesis,가설,,B2,noun
ignore,무시하다,,B2,verb
illegal,불법의,,B2,adjective
illness,질병,병,B2,noun
illustrate,설명하다,예시를 들다,B2,verb
image,이미지,영상,B2,noun
immense,엄청난,매우 큰,B2,adjective
implement,실행하다,도구,B2,verb
implication,영향,함의,B2,noun
imply,암시하다,의미하다,B2,verb
impose,부과하다,강요하다,B2,verb
impress,인상을 주다,감동시키다,B2,verb
impressed,감명받은,,B2,adjective
incorporate,포함하다,통합하다,B2,verb
index,지수,색인,B2,noun
indicate,나타내다,보여주다,B2,verb
inevitable,불가피한,,B2,adjective
initial,처음의,이니셜,B2,adjective
initiative,주도권,계획,B2,noun
inner,내부의,,B2,adjective
insight,통찰,이해,B2,noun
insist,주장하다,고집하다,B2,verb
inspire,영감을 주다,격려하다,B2,verb
instance,사례,경우,B2,noun
intend,의도하다,,B2,verb
intense,강렬한,극심한,B2,adjective
intent,의도,뜻,B2,noun
internal,내부의,,B2,adjective
interpretation,해석,,B2,noun
interrupt,방해하다,가로막다,B2,verb
invest,투자하다,,B2,verb
investigate,조사하다,,B2,verb
investment,투자,,B2,noun
issue,문제,발행하다,B2,noun
journal,학술지,일지,B2,noun
justice,정의,사법,B2,noun
justify,정당화하다,,B2,verb
label,라벨,붙이다,B2,noun
labor,노동,,B2,noun
landscape,풍경,경관,B2,noun
largely,대체로,주로,B2,adverb
latest,최신의,,B2,adjective
launch,출시하다,발사하다,B2,verb
layer,층,겹,B2,noun
leadership,지도력,리더십,B2,noun
league,리그,연맹,B2,noun
lean,기대다,기울다,B2,verb
legal,법률의,합법적인,B2,adjective
liberal,자유주의의,관대한,B2,adjective
license,면허,허가하다,B2,noun
limited,제한된,,B2,adjective
literary,문학의,,B2,adjective
litter,쓰레기,버리다,B2,noun
load,짐,싣다,B2,noun
logic,논리,,B2,noun
logical,논리적인,,B2,adjective
luxury,사치,호화로움,B2,noun
maintain,유지하다,계속하다|지키다,B2,verb
majority,대다수,과반수,B2,noun
mass,대량,집단,B2,noun
massive,거대한,막대한,B2,adjective
master,숙달하다,주인,B2,verb
maximum,최대,최고의,B2,noun
meanwhile,그동안,한편,B2,adverb
measure,측정하다,조치,B2,verb
mechanism,장치,기제,B2,noun
medicine,약,의학,B2,noun
medium,매체,중간의,B2,noun
mere,단지 ~에 불과한,,B2,adjective
military,군대의,군사의,B2,adjective
minimum,최소,최저의,B2,noun
minor,사소한,미성년자,B2,adjective
minority,소수,소수 집단,B2,noun
mission,임무,사명,B2,noun
modify,수정하다,변경하다,B2,verb
monitor,감시하다,모니터,B2,verb
moral,도덕적인,교훈,B2,adjective
motivation,동기,의욕,B2,noun
motor,모터,자동차의,B2,noun
multiple,다수의,복수의,B2,adjective
mutual,상호의,,B2,adjective
negative,부정적인,,B2,adjective
negotiate,협상하다,,B2,verb
neutral,중립적인,,B2,adjective
nevertheless,그럼에도 불구하고,,B2,adverb
notion,개념,생각,B2,noun
numerous,수많은,,B2,adjective
obtain,얻다,취득하다,B2,verb
occasion,경우,행사,B2,noun
occupied,점유된,바쁜,B2,adjective
occur,발생하다,일어나다,B2,verb
odd,이상한,홀수의,B2,adjective
official,공식적인,관리,B2,adjective
ongoing,진행 중인,,B2,adjective
option,선택권,옵션,B2,noun
outcome,결과,,B2,noun
overall,전체적인,전반적으로,B2,adjective
owe,빚지고 있다,덕분이다,B2,verb
pace,속도,보폭,B2,noun
package,꾸러미,포장하다,B2,noun
panel,패널,위원단,B2,noun
participate,참여하다,,B2,verb
passage,구절,통로,B2,noun
passion,열정,,B2,noun
peak,정점,최고점,B2,noun
perceive,인지하다,감지하다,B2,verb
permanent,영구적인,,B2,adjective
permit,허가하다,허가증,B2,verb
perspective,관점,,B2,noun
phase,단계,국면,B2,noun
phenomenon,현상,,B2,noun
philosophy,철학,,B2,noun
physical,신체의,물리적인,B2,adjective
pile,더미,쌓다,B2,noun
pitch,경기장,음높이,B2,noun
plain,분명한,평야,B2,adjective
plot,줄거리,음모,B2,noun
plus,플러스,게다가,B2,preposition
policy,정책,,B2,noun
portion,부분,몫,B2,noun
portrait,초상화,,B2,noun
potential,잠재적인,가능성,B2,adjective
potentially,잠재적으로,,B2,adverb
poverty,가난,빈곤,B2,noun
precise,정확한,정밀한,B2,adjective
precisely,정확히,,B2,adverb
predictable,예측 가능한,,B2,adjective
preference,선호,,B2,noun
preserve,보존하다,유지하다,B2,verb
presumably,아마도,추정하건대,B2,adverb
previous,이전의,,B2,adjective
primarily,주로,,B2,adverb
primary,주된,초등의,B2,adjective
principle,원칙,,B2,noun
prior,이전의,우선의,B2,adjective
priority,우선순위,,B2,noun
procedure,절차,,B2,noun
proceed,진행하다,,B2,verb
profile,프로필,개요,B2,noun
profit,이익,이윤,B2,noun
progress,진전,진행하다,B2,noun
prominent,두드러진,유명한,B2,adjective
promote,촉진하다,홍보하다,B2,verb
promotion,홍보,승진,B2,noun
prompt,즉각적인,촉구하다,B2,adjective
proof,증거,입증,B2,noun
proportion,비율,부분,B2,noun
proposal,제안,,B2,noun
prospect,전망,가능성,B2,noun
protection,보호,,B2,noun
psychological,심리적인,,B2,adjective
publication,출판,발행물,B2,noun
purchase,구매,구입하다,B2,noun
pursue,추구하다,쫓다,B2,verb
range,범위,다양성,B2,noun
rank,등급,지위,B2,noun
rapid,빠른,,B2,adjective
rapidly,빠르게,,B2,adverb
rarely,드물게,,B2,adverb
reaction,반응,,B2,noun
reality,현실,,B2,noun
reasonable,합리적인,적당한,B2,adjective
recall,기억해내다,회수하다,B2,verb
recover,회복하다,되찾다,B2,verb
recovery,회복,,B2,noun
recruit,모집하다,신병,B2,verb
reform,개혁,개혁하다,B2,noun
regard,여기다,존중,B2,verb
regardless,상관없이,,B2,adverb
regime,정권,체제,B2,noun
relatively,상대적으로,,B2,adverb
relevant,관련 있는,연관된,B2,adjective
relief,안도,구호,B2,noun
rely,의지하다,신뢰하다,B2,verb
remark,말,언급하다,B2,noun
remote,멀리 떨어진,원격의,B2,adjective
remove,제거하다,치우다,B2,verb
represent,대표하다,나타내다,B2,verb
representative,대표자,대표하는,B2,noun
reputation,명성,평판,B2,noun
requirement,요구 사항,필요 조건,B2,noun
rescue,구조하다,구조,B2,verb
reserve,예약하다,보호 구역,B2,verb
resident,거주자,주민,B2,noun
resist,저항하다,참다,B2,verb
resolve,해결하다,결심하다,B2,verb
resort,휴양지,의지하다,B2,noun
resource,자원,자료,B2,noun
respectively,각각,,B2,adverb
respond,응답하다,반응하다,B2,verb
response,응답,반응,B2,noun
restore,복구하다,회복시키다,B2,verb
restriction,제한,,B2,noun
retire,은퇴하다,,B2,verb
reveal,드러내다,밝히다,B2,verb
revenue,수익,세입,B2,noun
reverse,반대의,뒤집다,B2,adjective
reward,보상,보답하다,B2,noun
ridiculous,터무니없는,우스운,B2,adjective
rough,거친,대략의,B2,adjective
routine,일상적인,규칙적인,B2,adjective
royal,왕실의,,B2,adjective
rural,시골의,농촌의,B2,adjective
sample,표본,샘플,B2,noun
satellite,위성,,B2,noun
satisfied,만족한,,B2,adjective
secure,안전한,확보하다,B2,adjective
seek,찾다,추구하다,B2,verb
select,선택하다,,B2,verb
selection,선택,선발,B2,noun
senior,상급의,연장자,B2,adjective
sensitive,민감한,,B2,adjective
sentence,문장,형벌,B2,noun
sequence,순서,연속,B2,noun
session,세션,회의,B2,noun
settle,정착하다,해결하다,B2,verb
severe,심각한,가혹한,B2,adjective
shade,그늘,색조,B2,noun
shadow,그림자,그늘지다,B2,noun
sight,시야,광경,B2,noun
significance,중요성,의미,B2,noun
significant,중요한,상당한,B2,adjective
significantly,상당히,의미있게,B2,adverb
similarly,비슷하게,,B2,adverb
site,장소,현장,B2,noun
slightly,약간,,B2,adverb
soil,토양,흙,B2,noun
solid,단단한,고체의,B2,adjective
somewhat,다소,약간,B2,adverb
source,출처,원천,B2,noun
specialist,전문가,전문의,B2,noun
species,종,,B2,noun
sponsor,후원하다,후원자,B2,verb
spot,지점,발견하다,B2,noun
stable,안정된,마구간,B2,adjective
status,지위,상태,B2,noun
steady,꾸준한,안정된,B2,adjective
storage,저장,보관,B2,noun
strain,압박,긴장,B2,noun
strict,엄격한,,B2,adjective
strike,파업,치다,B2,noun
strongly,강하게,강력히,B2,adverb
studio,스튜디오,작업실,B2,noun
submit,제출하다,복종하다,B2,verb
subsequent,이후의,다음의,B2,adjective
substance,물질,본질,B2,noun
substantial,상당한,실질적인,B2,adjective
subtle,미묘한,,B2,adjective
sufficient,충분한,,B2,adjective
summarize,요약하다,,B2,verb
summary,요약,,B2,noun
supply,공급,공급하다,B2,noun
surround,둘러싸다,,B2,verb
surrounding,주변의,,B2,adjective
survival,생존,,B2,noun
suspect,의심하다,용의자,B2,verb
sustain,유지하다,지탱하다,B2,verb
switch,전환하다,스위치,B2,verb
technical,기술적인,,B2,adjective
technique,기술,기법,B2,noun
temporary,일시적인,,B2,adjective
tendency,경향,,B2,noun
theoretical,이론적인,,B2,adjective
therapy,치료,요법,B2,noun
threat,위협,,B2,noun
thus,따라서,그러므로,B2,adverb
tone,어조,색조,B2,noun
transfer,이동하다,이전하다,B2,verb
transform,변형시키다,바꾸다,B2,verb
transition,전환,과도기,B2,noun
translate,번역하다,,B2,verb
transportation,교통,운송,B2,noun
trend,추세,경향,B2,noun
trigger,유발하다,방아쇠,B2,verb
ultimately,결국,최종적으로,B2,adverb
unable,할 수 없는,,B2,adjective
uncertain,불확실한,,B2,adjective
undergo,겪다,받다,B2,verb
underlying,기저의,근본적인,B2,adjective
undertake,맡다,착수하다,B2,verb
unique,독특한,유일한,B2,adjective
urban,도시의,,B2,adjective
urge,촉구하다,강한 욕구,B2,verb
utility,유용성,공공시설,B2,noun
valid,유효한,타당한,B2,adjective
variation,변화,변형,B2,noun
vast,거대한,막대한,B2,adjective
venue,장소,개최지,B2,noun
version,버전,판본,B2,noun
victim,희생자,,B2,noun
violently,격렬하게,,B2,adverb
virtual,가상의,,B2,adjective
visible,보이는,,B2,adjective
vision,시력,비전,B2,noun
vital,매우 중요한,필수적인,B2,adjective
volume,양,권,B2,noun
warn,경고하다,,B2,verb
wealthy,부유한,,B2,adjective
welfare,복지,행복,B2,noun
whereas,반면에,,B2,conjunction
widespread,널리 퍼진,,B2,adjective
willing,기꺼이 하는,,B2,adjective
wisdom,지혜,,B2,noun
withdraw,철회하다,인출하다,B2,verb
witness,목격자,목격하다,B2,noun
wonder,궁금해하다,경이,B2,verb
worship,숭배하다,예배,B2,verb
worthy,가치 있는,자격 있는,B2,adjective
yield,산출하다,양보하다,B2,verb
