word,meaning,aliases,level,pos
certainty,확실성,,C1,noun
certificate,증명서,자격증,C1,noun
championship,선수권 대회,,C1,noun
chaos,혼돈,무질서,C1,noun
characterize,특징짓다,특성을 나타내다,C1,verb
chronic,만성적인,오랜,C1,adjective
circulate,순환하다,배포되다,C1,verb
circulation,순환,유통,C1,noun
cite,인용하다,언급하다,C1,verb
civilian,민간인,민간의,C1,noun
clarify,명확히 하다,분명히 하다,C1,verb
clash,충돌,부딪치다,C1,noun
classical,고전적인,,C1,adjective
clerk,점원,사무원,C1,noun
closure,폐쇄,종결,C1,noun
cluster,무리,군집하다,C1,noun
coalition,연합,동맹,C1,noun
coincide,동시에 일어나다,일치하다,C1,verb
collaborate,협력하다,공동 작업하다,C1,verb
collaboration,협력,공동 작업,C1,noun
collective,집단의,공동의,C1,adjective
collision,충돌,,C1,noun
colonial,식민지의,,C1,adjective
columnist,칼럼니스트,,C1,noun
combat,전투,맞서다,C1,noun
commence,시작하다,개시하다,C1,verb
commentator,해설자,논평가,C1,noun
companion,동반자,친구,C1,noun
compel,강요하다,억지로 시키다,C1,verb
competence,능력,역량,C1,noun
competent,유능한,능숙한,C1,adjective
compile,편집하다,수집하다,C1,verb
complement,보완하다,보완물,C1,verb
compliance,준수,따름,C1,noun
comply,준수하다,따르다,C1,verb
compose,구성하다,작곡하다,C1,verb
composition,구성,작문,C1,noun
compound,합성물,복합의,C1,noun
comprehensive,포괄적인,종합적인,C1,adjective
comprise,구성하다,포함하다,C1,verb
compromise,타협,손상시키다,C1,noun
concede,인정하다,양보하다,C1,verb
conceive,상상하다,생각해내다,C1,verb
concentrated,집중된,농축된,C1,adjective
conception,개념,구상,C1,noun
concession,양보,허가,C1,noun
conclusive,결정적인,확실한,C1,adjective
concurrent,동시에 일어나는,병행하는,C1,adjective
condemn,비난하다,선고하다,C1,verb
confer,논의하다,수여하다,C1,verb
confession,고백,자백,C1,noun
configuration,구성,배치,C1,noun
confine,제한하다,가두다,C1,verb
confirmation,확인,확정,C1,noun
confront,맞서다,직면하다,C1,verb
confrontation,대립,직면,C1,noun
conscience,양심,,C1,noun
consciousness,의식,자각,C1,noun
consecutive,연속적인,,C1,adjective
consensus,합의,의견 일치,C1,noun
consent,동의,승낙하다,C1,noun
consequently,결과적으로,따라서,C1,adverb
conservation,보존,보호,C1,noun
conservative,보수적인,,C1,adjective
considerably,상당히,,C1,adverb
consistency,일관성,,C1,noun
consistent,일관된,지속적인,C1,adjective
consolidate,통합하다,강화하다,C1,verb
constituency,선거구,지지층,C1,noun
constitute,구성하다,설립하다,C1,verb
constitution,헌법,구성,C1,noun
constraint,제약,제한,C1,noun
consultant,컨설턴트,고문,C1,noun
consumption,소비,,C1,noun
contend,주장하다,경쟁하다,C1,verb
contender,경쟁자,후보,C1,noun
contention,논쟁,주장,C1,noun
continually,끊임없이,계속해서,C1,adverb
contractor,계약자,시공업자,C1,noun
contradict,모순되다,반박하다,C1,verb
contrary,반대의,상반되는,C1,adjective
contrasting,대조적인,,C1,adjective
contributor,기여자,투고자,C1,noun
controversial,논란의 여지가 있는,논쟁적인,C1,adjective
controversy,논란,논쟁,C1,noun
convenience,편리,편의,C1,noun
convention,관례,협약,C1,noun
conventional,전통적인,관습적인,C1,adjective
convey,전달하다,운반하다,C1,verb
convincing,설득력 있는,납득이 가는,C1,adjective
coordinator,조정자,코디네이터,C1,noun
correlation,상관관계,,C1,noun
correspond,일치하다,서신을 주고받다,C1,verb
corresponding,해당하는,상응하는,C1,adjective
corruption,부패,타락,C1,noun
costly,비싼,값이 많이 드는,C1,adjective
counsel,조언,상담하다,C1,noun
counterpart,대응 관계의 것,상대방,C1,noun
coverage,보도,범위,C1,noun
craft,기술,공예,C1,noun
credibility,신뢰성,,C1,noun
credible,믿을 만한,,C1,adjective
critique,비평,평론하다,C1,noun
crown,왕관,왕권을 수여하다,C1,noun
crystal,수정,결정체,C1,noun
cultivate,경작하다,기르다,C1,verb
curiosity,호기심,,C1,noun
curriculum,교육 과정,,C1,noun
custody,보호,양육권,C1,noun
dairy,유제품의,낙농의,C1,adjective
dawn,새벽,시작,C1,noun
deadline,마감시한,기한,C1,noun
dealer,상인,딜러,C1,noun
decent,괜찮은,품위 있는,C1,adjective
declaration,선언,,C1,noun
dedicated,헌신적인,전용의,C1,adjective
deduce,추론하다,이끌어내다,C1,verb
deem,여기다,생각하다,C1,verb
default,기본값,채무 불이행,C1,noun
deficiency,결핍,부족,C1,noun
delegate,대표자,위임하다,C1,noun
deliberate,신중한,고의적인,C1,adjective
demographic,인구 통계의,,C1,adjective
demonstration,시위,증명,C1,noun
denial,부인,거부,C1,noun
depict,묘사하다,그리다,C1,verb
deploy,배치하다,전개하다,C1,verb
deprive,빼앗다,박탈하다,C1,verb
deputy,대리인,부-,C1,noun
descend,내려가다,유래하다,C1,verb
designation,지정,명칭,C1,noun
desirable,바람직한,매력적인,C1,adjective
desktop,데스크톱,바탕화면,C1,noun
destruction,파괴,,C1,noun
detention,구금,억류,C1,noun
deteriorate,악화되다,나빠지다,C1,verb
devastating,파괴적인,엄청난,C1,adjective
deviation,일탈,편차,C1,noun
diagnose,진단하다,,C1,verb
diagnosis,진단,,C1,noun
dictate,지시하다,받아쓰게 하다,C1,verb
differentiate,구별하다,차별화하다,C1,verb
dignity,존엄,품위,C1,noun
dilemma,딜레마,진퇴양난,C1,noun
diplomatic,외교의,외교적인,C1,adjective
disability,장애,무능력,C1,noun
discard,버리다,폐기하다,C1,verb
discern,식별하다,분별하다,C1,verb
disclose,드러내다,공개하다,C1,verb
discourse,담론,연설,C1,noun
discretion,재량,신중함,C1,noun
dismiss,해고하다,묵살하다,C1,verb
displacement,이동,변위,C1,noun
disposal,처리,폐기,C1,noun
disposition,성향,배치,C1,noun
distinctive,독특한,특징적인,C1,adjective
distort,왜곡하다,비틀다,C1,verb
disturbing,불안하게 하는,충격적인,C1,adjective
dividend,배당금,,C1,noun
doctrine,교리,원칙,C1,noun
documentation,문서 자료,기록,C1,noun
domain,영역,도메인,C1,noun
dominant,지배적인,우세한,C1,adjective
drift,표류하다,흐름,C1,verb
dynamic,역동적인,변화하는,C1,adjective
eager,열망하는,간절한,C1,adjective
economics,경제학,,C1,noun
editorial,사설,편집의,C1,noun
effectiveness,효과성,,C1,noun
elaborate,정교한,자세히 설명하다,C1,adjective
elevate,올리다,향상시키다,C1,verb
eligible,자격이 있는,적격의,C1,adjective
embark,착수하다,탑승하다,C1,verb
embody,구현하다,상징하다,C1,verb
emission,배출,방출,C1,noun
empirical,경험적인,실증적인,C1,adjective
empower,권한을 주다,힘을 실어주다,C1,verb
enact,제정하다,상연하다,C1,verb
encompass,포함하다,둘러싸다,C1,verb
endeavor,노력,시도하다,C1,noun
endorse,지지하다,보증하다,C1,verb
endure,견디다,지속되다,C1,verb
enforce,집행하다,강요하다,C1,verb
engagement,참여,약속,C1,noun
enhancement,향상,개선,C1,noun
enquiry,문의,조사,C1,noun
enroll,등록하다,입학시키다,C1,verb
enterprise,기업,진취성,C1,noun
entertainment,오락,즐길거리,C1,noun
enthusiast,애호가,열성적인 사람,C1,noun
entity,개체,실체,C1,noun
epidemic,전염병,유행병의,C1,noun
equation,방정식,관계식,C1,noun
equilibrium,균형,평형,C1,noun
equivalent,동등한,상응하는 것,C1,adjective
erect,세우다,직립한,C1,verb
erode,침식하다,약화시키다,C1,verb
escalate,확대되다,악화되다,C1,verb
essence,본질,핵심,C1,noun
essentially,본질적으로,기본적으로,C1,adverb
estimation,추정,평가,C1,noun
eternal,영원한,,C1,adjective
ethic,윤리,도덕 원칙,C1,noun
evacuate,대피시키다,철수시키다,C1,verb
evoke,불러일으키다,환기하다,C1,verb
evolutionary,진화의,,C1,adjective
exceed,초과하다,넘다,C1,verb
excellence,탁월함,우수함,C1,noun
exceptional,예외적인,뛰어난,C1,adjective
excess,초과,과잉의,C1,noun
exclusive,독점적인,배타적인,C1,adjective
execute,실행하다,처형하다,C1,verb
exemption,면제,,C1,noun
exert,행사하다,가하다,C1,verb
exile,망명,추방하다,C1,noun
expedition,탐험대,원정,C1,noun
experimental,실험적인,,C1,adjective
explicit,명백한,분명한,C1,adjective
exploit,이용하다,착취하다,C1,verb
exploration,탐사,탐험,C1,noun
extraction,추출,발치,C1,noun
fabric,직물,구조,C1,noun
facilitate,촉진하다,용이하게 하다,C1,verb
faction,파벌,집단,C1,noun
faint,희미한,실신하다,C1,adjective
fake,가짜의,위조품,C1,adjective
fame,명성,,C1,noun
fantasy,환상,공상,C1,noun
fatal,치명적인,,C1,adjective
fatigue,피로,지치게 하다,C1,noun
feasible,실현 가능한,가능한,C1,adjective
feminist,페미니스트,여성주의의,C1,noun
fertile,비옥한,풍부한,C1,adjective
fierce,사나운,격렬한,C1,adjective
filter,걸러내다,필터,C1,verb
firmly,단호하게,굳게,C1,adverb
fiscal,재정의,회계의,C1,adjective
fleet,함대,빠른,C1,noun
flourish,번성하다,번창하다,C1,verb
fluid,유동적인,액체,C1,adjective
forensic,법의학의,과학 수사의,C1,adjective
forge,위조하다,구축하다,C1,verb
formulate,공식화하다,명확히 표현하다,C1,verb
forthcoming,다가오는,예정된,C1,adjective
founding,창립의,설립의,C1,adjective
fraction,일부,분수,C1,noun
fragment,조각,파편,C1,noun
framework,틀,구조,C1,noun
frustration,좌절,불만,C1,noun
functional,기능적인,실용적인,C1,adjective
fundamentally,근본적으로,,C1,adverb
funeral,장례식,,C1,noun
gaming,게임 산업,게임의,C1,noun
gaze,응시하다,시선,C1,verb
gear,장비,기어,C1,noun
genealogy,족보,계보,C1,noun
generate,생성하다,만들어내다,C1,verb
genetic,유전의,,C1,adjective
genuine,진짜의,진실한,C1,adjective
gesture,몸짓,제스처,C1,noun
glance,흘끗 보다,흘끗 봄,C1,verb
glimpse,흘끗 봄,잠깐 보기,C1,noun
govern,통치하다,지배하다,C1,verb
grace,우아함,은혜,C1,noun
gradual,점진적인,서서히 진행되는,C1,adjective
grand,웅장한,중요한,C1,adjective
graphic,그래픽의,생생한,C1,adjective
grasp,이해하다,붙잡다,C1,verb
grave,심각한,무덤,C1,adjective
grief,슬픔,비탄,C1,noun
grim,암울한,엄격한,C1,adjective
gross,총체적인,심한,C1,adjective
guerrilla,게릴라,유격대의,C1,noun
guideline,지침,가이드라인,C1,noun
guilt,죄책감,유죄,C1,noun
habitat,서식지,,C1,noun
halt,멈추다,중지,C1,verb
handful,한 줌,소수,C1,noun
harassment,괴롭힘,희롱,C1,noun
harbor,항구,품다,C1,noun
hardship,어려움,고난,C1,noun
harmony,조화,화합,C1,noun
harvest,수확,수확하다,C1,noun
hatred,증오,,C1,noun
hazard,위험,위험 요소,C1,noun
headquarters,본부,본사,C1,noun
heritage,유산,전통,C1,noun
hierarchy,계층,위계,C1,noun
hint,암시,힌트,C1,noun
historian,역사가,,C1,noun
homeless,노숙자의,집 없는,C1,adjective
honor,명예,존경하다,C1,noun
hostage,인질,,C1,noun
hostile,적대적인,,C1,adjective
humanity,인류,인간성,C1,noun
humble,겸손한,소박한,C1,adjective
hypothetical,가설적인,가정의,C1,adjective
identical,동일한,똑같은,C1,adjective
ideological,이념의,,C1,adjective
illusion,환상,착각,C1,noun
imagery,이미지,비유적 표현,C1,noun
immigration,이민,출입국 관리,C1,noun
immune,면역이 있는,영향받지 않는,C1,adjective
implementation,실행,이행,C1,noun
implicit,암묵적인,내포된,C1,adjective
incentive,장려책,유인,C1,noun
incidence,발생률,발생 건수,C1,noun
inclined,기울어진,~할 경향이 있는,C1,adjective
inclusive,포함하는,포괄적인,C1,adjective
incur,초래하다,입다,C1,verb
indicator,지표,표시기,C1,noun
induce,유발하다,설득하다,C1,verb
inequality,불평등,,C1,noun
inference,추론,,C1,noun
infinite,무한한,,C1,adjective
infrastructure,기반 시설,인프라,C1,noun
inherit,상속하다,물려받다,C1,verb
inhibit,억제하다,방해하다,C1,verb
initiate,시작하다,개시하다,C1,verb
inject,주입하다,주사하다,C1,verb
injection,주입,주사,C1,noun
injustice,부정의,불공정,C1,noun
innocent,무죄의,순진한,C1,adjective
innovation,혁신,,C1,noun
innovative,혁신적인,창의적인,C1,adjective
input,입력,투입,C1,noun
insert,삽입하다,끼워 넣다,C1,verb
inspector,조사관,감독관,C1,noun
installation,설치,시설,C1,noun
instinct,본능,,C1,noun
institutional,제도의,기관의,C1,adjective
instruct,지시하다,가르치다,C1,verb
integral,필수적인,완전한,C1,adjective
integrate,통합하다,포괄하다,C1,verb
integrity,정직성,완전성,C1,noun
intellectual,지적인,지식인,C1,adjective
intensify,강화하다,심화하다,C1,verb
interactive,상호작용의,대화형의,C1,adjective
interface,인터페이스,접점,C1,noun
interfere,방해하다,간섭하다,C1,verb
interior,내부,실내의,C1,noun
intermediate,중간의,중급의,C1,adjective
intervene,개입하다,끼어들다,C1,verb
intimate,친밀한,사적인,C1,adjective
intriguing,흥미로운,호기심을 자극하는,C1,adjective
invade,침략하다,침범하다,C1,verb
invasion,침략,침입,C1,noun
investor,투자자,,C1,noun
isolate,고립시키다,분리하다,C1,verb
isolated,고립된,외딴,C1,adjective
judicial,사법의,,C1,adjective
jurisdiction,사법권,관할권,C1,noun
justify,정당화하다,,C1,verb
landlord,집주인,임대인,C1,noun
landmark,랜드마크,중요한 사건,C1,noun
latent,잠재된,숨은,C1,adjective
legislation,법률,입법,C1,noun
legitimate,합법적인,정당한,C1,adjective
lengthy,긴,장황한,C1,adjective
lest,~하지 않도록,,C1,conjunction
liability,책임,부채,C1,noun
liberate,해방하다,자유롭게 하다,C1,verb
likelihood,가능성,개연성,C1,noun
likewise,마찬가지로,,C1,adverb
limitation,제한,한계,C1,noun
linger,오래 머무르다,질질 끌다,C1,verb
literacy,문해력,읽고 쓰는 능력,C1,noun
livelihood,생계,,C1,noun
lobby,로비,압력을 가하다,C1,noun
log,기록하다,통나무,C1,verb
long-standing,오랜,장기간의,C1,adjective
loom,어렴풋이 나타나다,베틀,C1,verb
loop,고리,반복시키다,C1,noun
loyalty,충성,충실함,C1,noun
magnetic,자기의,매력적인,C1,adjective
mainstream,주류,주류의,C1,noun
mandate,권한,명령하다,C1,noun
manifest,명백한,나타내다,C1,adjective
manipulate,조작하다,다루다,C1,verb
mankind,인류,,C1,noun
mapping,지도 작성,매핑,C1,noun
margin,여백,차이,C1,noun
marginal,주변의,미미한,C1,adjective
marine,해양의,해병대의,C1,adjective
marketplace,시장,상업 환경,C1,noun
mask,가면,감추다,C1,noun
mature,성숙한,성숙하다,C1,adjective
medieval,중세의,,C1,adjective
meditation,명상,,C1,noun
melody,선율,가락,C1,noun
memo,메모,공문,C1,noun
merchant,상인,,C1,noun
mercy,자비,관용,C1,noun
merge,합병하다,합치다,C1,verb
merger,합병,,C1,noun
methodology,방법론,,C1,noun
midst,한가운데,중앙,C1,noun
migration,이주,이동,C1,noun
militant,전투적인,과격한 사람,C1,adjective
mineral,광물,무기질,C1,noun
minimal,최소의,아주 적은,C1,adjective
minimize,최소화하다,줄이다,C1,verb
mining,채굴,광업,C1,noun
miracle,기적,,C1,noun
misery,비참함,고통,C1,noun
misleading,오해의 소지가 있는,헷갈리게 하는,C1,adjective
missile,미사일,,C1,noun
mobility,이동성,기동성,C1,noun
mobilize,동원하다,활용하다,C1,verb
moderate,적당한,완화하다,C1,adjective
modest,겸손한,적당한,C1,adjective
momentum,추진력,탄력,C1,noun
monument,기념물,,C1,noun
morality,도덕성,,C1,noun
mortgage,주택 담보 대출,저당잡히다,C1,noun
mount,증가하다,올라가다,C1,verb
municipal,지방 자치의,시의,C1,adjective
mutually,서로,상호 간에,C1,adverb
namely,즉,다시 말해,C1,adverb
narrative,이야기,서술의,C1,noun
naval,해군의,,C1,adjective
negligible,무시해도 될 정도의,하찮은,C1,adjective
nominate,지명하다,추천하다,C1,verb
nomination,지명,후보 추천,C1,noun
nonetheless,그럼에도 불구하고,,C1,adverb
norm,규범,기준,C1,noun
notwithstanding,그럼에도 불구하고,,C1,preposition
nurture,양성하다,돌보다,C1,verb
obstacle,장애물,방해물,C1,noun
occupation,직업,점령,C1,noun
occupational,직업의,,C1,adjective
offense,공격,범죄,C1,noun
offering,제공,제품,C1,noun
offset,상쇄하다,보상하다,C1,verb
ongoing,진행 중인,,C1,adjective
operational,작동상의,운영상의,C1,adjective
opponent,상대,반대자,C1,noun
opt,선택하다,,C1,verb
optical,광학의,시각의,C1,adjective
oral,구두의,입의,C1,adjective
orientation,방향,적응 교육,C1,noun
originate,유래하다,비롯되다,C1,verb
outbreak,발발,발생,C1,noun
outlet,배출구,매장,C1,noun
outlook,전망,관점,C1,noun
output,출력,산출량,C1,noun
overlook,간과하다,내려다보다,C1,verb
overseas,해외의,해외로,C1,adjective
oversight,감독,실수,C1,noun
overwhelm,압도하다,당황하게 하다,C1,verb
overwhelming,압도적인,엄청난,C1,adjective
parallel,평행한,유사점,C1,adjective
parameter,매개변수,범위,C1,noun
parental,부모의,,C1,adjective
parliamentary,의회의,,C1,adjective
partial,부분적인,편파적인,C1,adjective
partially,부분적으로,,C1,adverb
passive,수동적인,소극적인,C1,adjective
patch,조각,패치하다,C1,noun
patent,특허,특허를 받다,C1,noun
pathway,경로,통로,C1,noun
patron,후원자,고객,C1,noun
peer,동료,응시하다,C1,noun
penalty,처벌,벌금,C1,noun
perceive,인지하다,알아차리다,C1,verb
perception,인식,지각,C1,noun
permanently,영구적으로,,C1,adverb
persist,지속하다,고집하다,C1,verb
persistence,지속,끈기,C1,noun
personnel,인원,직원,C1,noun
persuasion,설득,신념,C1,noun
petroleum,석유,,C1,noun
pharmaceutical,제약의,약제의,C1,adjective
philosopher,철학자,,C1,noun
pioneer,선구자,개척하다,C1,noun
pipeline,파이프라인,관로,C1,noun
placement,배치,놓기,C1,noun
plea,간청,호소,C1,noun
pledge,서약,맹세하다,C1,noun
plunge,급락하다,뛰어들다,C1,verb
polar,극지의,상반되는,C1,adjective
portfolio,포트폴리오,작품집,C1,noun
portray,묘사하다,그리다,C1,verb
postpone,연기하다,미루다,C1,verb
postwar,전후의,,C1,adjective
precede,앞서다,선행하다,C1,verb
precedent,선례,전례,C1,noun
precision,정밀함,정확도,C1,noun
predominantly,주로,대부분,C1,adverb
preliminary,예비의,초기의,C1,adjective
premier,최고의,수상,C1,adjective
premise,전제,가정,C1,noun
prescribe,처방하다,규정하다,C1,verb
prescription,처방전,처방,C1,noun
presently,현재,곧,C1,adverb
preside,주재하다,관장하다,C1,verb
prestige,명성,위신,C1,noun
presumably,아마도,추정하건대,C1,adverb
presumption,추정,가정,C1,noun
prevalence,유행,널리 퍼짐,C1,noun
prevalent,널리 퍼진,유행하는,C1,adjective
prevail,우세하다,만연하다,C1,verb
prey,먹이,사냥감,C1,noun
pride,자부심,자존심,C1,noun
primitive,원시적인,초기의,C1,adjective
principal,주요한,교장,C1,adjective
privatization,민영화,,C1,noun
privilege,특권,혜택,C1,noun
probe,조사하다,탐침,C1,verb
proceeding,진행,소송 절차,C1,noun
proclaim,선포하다,공표하다,C1,verb
productive,생산적인,,C1,adjective
productivity,생산성,,C1,noun
professionally,전문적으로,,C1,adverb
profitable,수익성 있는,이익이 되는,C1,adjective
profound,심오한,깊은,C1,adjective
projection,투영,예측,C1,noun
promising,유망한,가망 있는,C1,adjective
proposition,제안,명제,C1,noun
prosecute,기소하다,추진하다,C1,verb
prosecution,기소,검찰 측,C1,noun
prosperity,번영,번창,C1,noun
protective,보호하는,방어적인,C1,adjective
protocol,의전,규약,C1,noun
provincial,지방의,,C1,adjective
provoke,유발하다,도발하다,C1,verb
psychiatric,정신 의학의,,C1,adjective
pulse,맥박,진동,C1,noun
punch,주먹질,펀치하다,C1,noun
purely,순전히,전적으로,C1,adverb
pursuit,추구,추적,C1,noun
radical,급진적인,근본적인,C1,adjective
random,무작위의,임의의,C1,adjective
ranking,순위,등급 매기기,C1,noun
ratio,비율,,C1,noun
rational,합리적인,,C1,adjective
ray,광선,한 줄기,C1,noun
readily,기꺼이,쉽게,C1,adverb
realization,깨달음,실현,C1,noun
reasoning,추론,논리적 사고,C1,noun
reassure,안심시키다,,C1,verb
rebuild,재건하다,,C1,verb
recipient,수령인,받는 사람,C1,noun
reckon,생각하다,계산하다,C1,verb
recognition,인정,인식,C1,noun
reconstruct,재건하다,재구성하다,C1,verb
reconstruction,재건,복원,C1,noun
recount,이야기하다,자세히 말하다,C1,verb
referendum,국민투표,,C1,noun
reflection,반영,성찰,C1,noun
refuge,피난처,보호처,C1,noun
refugee,난민,,C1,noun
regain,되찾다,회복하다,C1,verb
regional,지역의,,C1,adjective
register,등록하다,기록부,C1,verb
regulate,규제하다,조절하다,C1,verb
regulation,규제,규정,C1,noun
rehabilitation,재활,복권,C1,noun
reinforce,강화하다,보강하다,C1,verb
rejection,거절,거부,C1,noun
reluctant,꺼리는,마지못한,C1,adjective
remarkable,주목할 만한,놀라운,C1,adjective
renew,갱신하다,재개하다,C1,verb
renowned,유명한,명성 있는,C1,adjective
replacement,대체,교체품,C1,noun
reportedly,보도에 따르면,,C1,adverb
repository,저장소,보관소,C1,noun
reproduce,재생산하다,복제하다,C1,verb
reside,거주하다,,C1,verb
residence,거주지,주택,C1,noun
residential,주거의,,C1,adjective
residue,잔여물,찌꺼기,C1,noun
resignation,사임,체념,C1,noun
respective,각자의,각각의,C1,adjective
restoration,복원,회복,C1,noun
restrain,억제하다,제지하다,C1,verb
retain,유지하다,보유하다,C1,verb
retention,보유,유지,C1,noun
retrospective,회고적인,소급적인,C1,adjective
reunion,재회,동창회,C1,noun
revise,수정하다,개정하다,C1,verb
revival,부활,회복,C1,noun
revolutionary,혁명적인,혁명가,C1,adjective
rhetoric,수사학,과장된 말,C1,noun
rigid,엄격한,딱딱한,C1,adjective
ritual,의식,의례의,C1,noun
robust,강건한,튼튼한,C1,adjective
root,뿌리,근원,C1,noun
rotate,회전하다,,C1,verb
rotation,회전,교대 근무,C1,noun
ruling,지배적인,판결,C1,adjective
rumor,소문,,C1,noun
sacred,신성한,,C1,adjective
sacrifice,희생,희생하다,C1,noun
saint,성인,성자,C1,noun
sake,이익,목적,C1,noun
sanction,제재,승인하다,C1,noun
scan,훑어보다,스캔하다,C1,verb
scenario,시나리오,상황,C1,noun
scope,범위,여지,C1,noun
scrutiny,정밀 조사,감시,C1,noun
segment,부분,구간,C1,noun
seize,붙잡다,압수하다,C1,verb
seldom,드물게,,C1,adverb
seminar,세미나,,C1,noun
sensation,감각,선풍적 반응,C1,noun
sensible,현명한,분별 있는,C1,adjective
sentiment,감정,정서,C1,noun
separation,분리,구분,C1,noun
severely,심하게,엄격하게,C1,adverb
sexuality,성,성적 특성,C1,noun
shatter,산산이 부수다,충격을 주다,C1,verb
shed,흘리다,헛간,C1,verb
shell,껍데기,포탄,C1,noun
shift,전환,바꾸다,C1,noun
shipment,선적,배송품,C1,noun
shortage,부족,결핍,C1,noun
shrink,줄어들다,축소하다,C1,verb
sideways,옆으로,,C1,adverb
signature,서명,특징,C1,noun
simulate,모의 실험하다,흉내 내다,C1,verb
simulation,모의 실험,시뮬레이션,C1,noun
simultaneously,동시에,,C1,adverb
skeptical,회의적인,의심 많은,C1,adjective
slavery,노예 제도,,C1,noun
slot,칸,배정하다,C1,noun
solely,오로지,단독으로,C1,adverb
solicitor,변호사,청탁인,C1,noun
solidarity,연대,결속,C1,noun
